"";"NOM_PROPOSICAO_SF";"NOM_PROPOSICAO_CD";"EMENTA"
"82";"PLC 80/1996";"PL 589/1995";"DA NOVA REDAÇÃO AO ART. 30 DO CODIGO DE PROCESSO CIVIL.               
"
"83";"PLS 450/2011";"PL 5501/2013";"ALTERA A LEI Nº 8.069, DE 13 DE JULHO DE 1990 (ESTATUTO DA CRIANÇA E DO ADOLESCENTE), PARA TORNAR OBRIGATÓRIA A ADOÇÃO, PELO SISTEMA ÚNICO DE SAÚDE, DE PROTOCOLO QUE ESTABELEÇA PADRÕES PARA A AVALIAÇÃO DE RISCOS PARA O DESENVOLVIMENTO PSÍQUICO DAS CRIANÇAS."
"84";"PLS 449/2011";"PL 3788/2012";"ALTERA A LEI N° 8.078, DE 11 DE SETEMBRO DE 1990, QUE DISPÕE SOBRE A PROTEÇÃO DO CONSUMIDOR E DÁ OUTRAS PROVIDÊNCIAS, PARA GARANTIR A FACILITAÇÃO DE ATENDIMENTO DO CONSUMIDOR POR ÓRGÃOS PÚBLICOS DE PROTEÇÃO E FISCALIZAÇÃO ATRAVÉS DA INTERNET."
"85";"PLS 447/2011";"PL 2565/2011";"DISPÕE SOBRE ROYALTIES E PARTICIPAÇÃO ESPECIAL DEVIDOS EM FUNÇÃO DA PRODUÇÃO DE PETRÓLEO, GÁS NATURAL E OUTROS HIDROCARBONETOS FLUIDOS SOB O REGIME DE CONCESSÃO NO MAR TERRITORIAL, NA ZONA ECONÔMICA EXCLUSIVA E NA PLATAFORMA CONTINENTAL, E SOBRE ROYALTIES DEVIDOS SOB O REGIME DE PARTILHA DE PRODUÇÃO, INSTITUÍDO PELA LEI Nº 12.351, DE 22 DE DEZEMBRO DE 2010."
"86";"PLS 454/2011";"PL 7030/2014";"ALTERA A LEI Nº 10.406, DE 10 DE JANEIRO DE 2002 - CÓDIGO CIVIL -, PARA PREVER O DIREITO DO PAI DE CONTESTAR A PATERNIDADE DOS FILHOS POR ELE RECONHECIDOS."
"87";"PLS 460/2011";"PL 3596/2012";"ALTERA A LEI Nº 6.360, DE 23 DE SETEMBRO DE 1976, QUE DISPÕE SOBRE A VIGILÂNCIA SANITÁRIA A QUE FICAM SUJEITOS OS MEDICAMENTOS, AS DROGAS, OS INSUMOS FARMACÊUTICOS E CORRELATOS, COSMÉTICOS, SANEANTES E OUTROS PRODUTOS, E DÁ OUTRAS PROVIDÊNCIAS, PARA ESTABELECER MEDIDAS QUE INIBAM ERROS DE DISPENSAÇÃO E DE ADMINISTRAÇÃO E USO EQUIVOCADO DE MEDICAMENTOS, DROGAS E PRODUTOS CORRELATOS."
"88";"PLC 80/1997";"PL 469/1995";"DISPÕE SOBRE O PROGRAMA ESPECIAL DE TRABALHO EDUCATIVO E DA OUTRAS    
PROVIDENCIAS.                                                         
"
"89";"PLS 464/2011";"PL 3079/2011";"ALTERA OS ARTS. 20 E 22 DA LEI Nº 8.212, DE 24 DE JULHO DE 1991, PARA INSTITUIR ISENÇÃO DA CONTRIBUIÇÃO DESTINADA À SEGURIDADE SOCIAL NOS CASOS DE CONTRATAÇÃO REALIZADA CONFORME A POLÍTICA DE REINSERÇÃO SOCIAL PREVISTA NO SISTEMA NACIONAL DE POLÍTICAS PÚBLICAS SOBRE DROGAS (SISNAD)."
"90";"PLS 463/2011";"PL 3673/2012";"ESTABELECE MEDIDA CAUTELAR DE INTERESSE PÚBLICO DE SUSPENSÃO DAS ATIVIDADES DE ESTABELECIMENTO EMPRESARIAL ENVOLVIDO NA FALSIFICAÇÃO, ADULTERAÇÃO OU ALTERAÇÃO, ENTRE OUTRAS PRÁTICAS, DE MEDICAMENTOS, COSMÉTICOS E CORRELATOS, E DEFINE OUTRAS PROVIDÊNCIAS."
"91";"PLS 472/2011";"PL 3675/2012";"ALTERA A LEI Nº 9.656, DE 3 DE JUNHO DE 1998, PARA ESTABELECER PRINCÍPIOS A SEREM OBSERVADOS NA ATENÇÃO À SAÚDE PRESTADA NO ÂMBITO DOS PLANOS PRIVADOS DE ASSISTÊNCIA À SAÚDE E EXPLICITAR A COMPETÊNCIA DA AGÊNCIA NACIONAL DE SAÚDE SUPLEMENTAR PARA ELABORAR ROL DE PROCEDIMENTOS E EVENTOS EM SAÚDE COMO REFERÊNCIA PARA A COBERTURA ASSISTÊNCIA MÍNIMA NO ÂMBITO DESSES PLANOS."
"92";"PLC 81/1996";"PL 565/1995";"ALTERA O ART. 19 DA LEI 1533, DE 31 DE DEZEMBRO DE 1951.              
"
"93";"PLS 475/2011";"PL 2789/2011";"REVOGA O ART. 5º DA LEI Nº 12.034, DE 29 DE SETEMBRO DE 2009, QUE INSTITUI O VOTO IMPRESSO PARA AS ELEIÇÕES DE 2014."
"94";"PLS 476/2011";"PL 6237/2013";"ALTERA A LEI Nº 7.565, DE 19 DE DEZEMBRO DE 1986 (CÓDIGO BRASILEIRO DE AERONÁUTICA), PARA AUTORIZAR O PODER PÚBLICO A DEFINIR PADRÕES MÍNIMOS DE SALUBRIDADE E CONFORTO NOS VOOS COMERCIAIS."
"95";"PLS 484/2011";"PL 8135/2014";"ALTERA O DECRETO-LEI Nº 986, DE 21 DE OUTUBRO DE 1969, PARA INSTITUIR A OBRIGATORIEDADE DE DISPONIBILIZAR AO CONSUMIDOR INFORMAÇÕES NUTRICIONAIS DE ALIMENTOS PREPARADOS."
"96";"PLS 488/2011";"PL 4282/2012";"ALTERA A LEI Nº 8.213, DE 24 DE JULHO DE 1991, DE FORMA A PERMITIR QUE O VALOR DA APOSENTADORIA DO SEGURADO QUE NECESSITAR DA ASSISTÊNCIA PERMANENTE DE OUTRA PESSOA, POR RAZÕES DECORRENTES DE DOENÇA OU DEFICIÊNCIA FÍSICA, SEJA ACRESCIDO DE VINTE E CINCO POR CENTO."
"97";"PLS 486/2011";"PL 6014/2013";"DETERMINA A REALIZAÇÃO PERIÓDICA DE INSPEÇÕES EM EDIFICAÇÕES E CRIA O LAUDO DE INSPEÇÃO TÉCNICA DE EDIFICAÇÃO (LITE)."
"98";"PLS 490/2011";"PL 4239/2012";"ALTERA A LEI Nº 8.069, DE 13 DE JULHO DE 1990, QUE DISPÕE SOBRE O ESTATUTO DA CRIANÇA E DO ADOLESCENTE E A LEI Nº 11.771, DE 17 DE SETEMBRO DE 2008, QUE DISPÕE SOBRE A POLÍTICA NACIONAL DE TURISMO, PARA AMPLIAR O COMBATE À EXPLORAÇÃO SEXUAL DE CRIANÇAS E ADOLESCENTES."
"99";"PLC 82/1996";"PL 459/1995";"REGULA O DISPOSTO NO INCISO II DO ART. 20 DA CONSTITUIÇÃO FEDERAL,    
DISPONDO SOBRE AS TERRAS DEVOLUTAS SOB O DOMINIO DA UNIÃO.            
"
"100";"PLS 494/2011";"PL 3046/2011";"ESTABELECE A OBRIGATORIEDADE DE QUE A PESSOA JURÍDICA INTEGRANTE DA ADMINISTRAÇÃO INDIRETA DIVULGUE OS NOMES, CURRÍCULOS, ENDEREÇOS, TELEFONES E ENDEREÇOS ELETRÔNICOS DE SEUS CONSELHEIROS E DIRIGENTES."
"101";"PLS 495/2011";"PL 4261/2012";"DENOMINA RODOVIA PRESIDENTE JOÃO GOULART A RODOVIA BR-153."
"102";"PLS 496/2011";"PL 4731/2012";"ALTERA O PARÁGRAFO ÚNICO DO ART. 25 DA LEI Nº. 9.394, DE 20 DE DEZEMBRO DE 1996 (LEI DE DIRETRIZES E BASES DA EDUCAÇÃO), PARA ESTABELECER O NÚMERO MÁXIMO DE ALUNOS POR TURMA NA PRÉ-ESCOLA E NO ENSINO FUNDAMENTAL E MÉDIO."
"103";"PLS 498/2011";"PL 3999/2012";"ESTABELECE QUE, PARA A FRUIÇÃO DOS BENEFÍCIOS FISCAIS RELATIVOS À REALIZAÇÃO DA COPA DAS CONFEDERAÇÕES FIFA 2013, DA COPA DO MUNDO FIFA 2014 E DOS JOGOS OLÍMPICOS E PARAOLÍMPICOS RIO 2016, A PESSOA JURÍDICA DEVERÁ DESTINAR O PERCENTUAL MÍNIMO DE 5% (CINCO POR CENTO) DOS SEUS CARGOS A PESSOAS COM DEFICIÊNCIA."
"104";"PLS 500/2011";"PL 5502/2013";"ACRESCENTA OS ARTS. 242-A E 258-C NA LEI Nº 8.069, DE 13 DE JULHO DE 1990 - ESTATUTO DA CRIANÇA E DO ADOLESCENTE, PARA TORNAR CRIME A VENDA DE BEBIDAS ALCOÓLICAS A MENORES DE DEZOITO ANOS, E DÁ OUTRAS PROVIDÊNCIAS."
"105";"PLS 503/2011";"PL 2515/2015";"ALTERA A LEI Nº 11.771, DE 17 DE SETEMBRO DE 2008, QUE DISPÕE SOBRE A POLÍTICA NACIONAL DE TURISMO, DEFINE AS ATRIBUIÇÕES DO GOVERNO FEDERAL NO PLANEJAMENTO, DESENVOLVIMENTO E ESTÍMULO AO SETOR TURÍSTICO; REVOGA A LEI Nº 6.505, DE 13 DE DEZEMBRO DE 1977, O DECRETO-LEI Nº 2.294, DE 21 DE NOVEMBRO DE 1986, E DISPOSITIVOS DA LEI Nº 8.181, DE 28 DE MARÇO DE 1991; E DÁ OUTRAS PROVIDÊNCIAS - LEI GERAL DO TURISMO, PARA DEFINIR ENTRE OS PRESTADORES DE SERVIÇOS TURÍSTICOS OS ALBERGUES."
"106";"PLS 502/2011";"PL 4260/2012";"ALTERA A LEI Nº 9.394, DE 20 DE DEZEMBRO DE 1996 - LEI DE DIRETRIZES E BASES DA EDUCAÇÃO - PARA DISPOR SOBRE O FUNCIONAMENTO DE ESTABELECIMENTOS PÚBLICOS DE EDUCAÇÃO INFANTIL DURANTE AS FÉRIAS ESCOLARES."
"107";"PLS 507/2011";"PL 5684/2013";"MODIFICA O INCISO II DO § 2º DO ART. 458 DA CONSOLIDAÇÃO DAS LEIS DO TRABALHO (CLT), APROVADA PELO DECRETO-LEI Nº 5.452, DE 1º DE MAIO DE 1943; E ALTERA A ALÍNEA T DO § 9º DO ART. 28 DA LEI Nº 8.212, DE 24 DE JULHO DE 1991, QUE DISPÕE SOBRE A ORGANIZAÇÃO DA SEGURIDADE SOCIAL, INSTITUI O PLANO DE CUSTEIO, E DÁ OUTRAS PROVIDÊNCIAS, PARA DESONERAR O EMPREGADOR DAS DESPESAS COM A EDUCAÇÃO DOS SEUS EMPREGADOS."
"108";"PLS 509/2011";"PL 7169/2014";"INSTITUI E DISCIPLINA O USO DA MEDIAÇÃO COMO INSTRUMENTO PARA PREVENÇÃO E SOLUÇÃO CONSENSUAL DE CONFLITOS."
"109";"PLC 83/1994";"PL 2267/1991";"ACRESCENTA PARAGRAFO AO ART. 860 DA CONSOLIDAÇÃO DAS LEIS DO          
TRABALHO.                                                             
"
"110";"PEC 85/2011";"PEC 207/2012";"ALTERA O ART. 134 DA CONSTITUIÇÃO FEDERAL."
"111";"PLS 512/2011";"PL 3401/2012";"ALTERA A LEI Nº 11.771, DE 17 DE SETEMBRO DE 2008, QUE DISPÕE SOBRE A POLÍTICA NACIONAL DE TURISMO, DEFINE AS ATRIBUIÇÕES DO GOVERNO FEDERAL NO PLANEJAMENTO, DESENVOLVIMENTO E ESTÍMULO AO SETOR TURÍSTICO; REVOGA A LEI NO 6.505, DE 13 DE DEZEMBRO DE 1977, O DECRETO-LEI NO 2.294, DE 21 DE NOVEMBRO DE 1986, E DISPOSITIVOS DA LEI NO 8.181, DE 28 DE MARÇO DE 1991; E DÁ OUTRAS PROVIDÊNCIAS, PARA INCLUIR OS MUNICÍPIOS NA COMPOSIÇÃO DO SISTEMA NACIONAL DE TURISMO."
"112";"PLS 514/2011";"PL 3597/2012";"ALTERA A LEI Nº 7.998, DE 11 DE JANEIRO DE 1990, PARA DISPOR SOBRE O SEGURO-DESEMPREGO DA TRABALHADORA DESEMPREGADA QUE SEJA CHEFE DE FAMÍLIA."
"113";"PLC 83/1996";"PL 420/1995";"OBRIGA AS EMPRESAS DISTRIBUIDORAS DE GAS LIQUEFEITO DE PETROLEO -     
GLP OU DE GAS NATURAL A LACRAR OS BOTIJÕES E REQUALIFICA-LOS E DA     
OUTRAS PROVIDENCIAS.                                                  
"
"114";"PLS 520/2011";"PL 2997/2015";"ALTERA O ART. 45 DA LEI Nº 9.615, DE 24 DE MARÇO DE 1998 (LEI PELÉ), PARA EXIGIR A COMPROVAÇÃO DE CONTRATAÇÃO DE SEGURO COMO CONDIÇÃO PARA PARTICIPAÇÃO DE ATLETAS E TREINADORES DE FUTEBOL NAS COMPETIÇÕES QUE ESPECIFICA."
"115";"PLS 524/2011";"PL 1118/2015";"INSCREVE OS NOMES DE MARIA QUITÉRIA, JOANA ANGÉLICA, MARIA FELIPA E JOÃO DAS BOTAS NO LIVRO DOS HERÓIS DA PÁTRIA,"
"116";"PLS 529/2011";"PL 8331/2015";"ALTERA A LEI Nº 10.257, DE 10 DE JULHO DE 2001, E A LEI Nº 10.098, DE 19 DE DEZEMBRO DE 2000, DISPONDO SOBRE A ACESSIBILIDADE NOS PASSEIOS PÚBLICOS."
"117";"PLS 528/2011";"PL 3076/2015";"ALTERA À LEI Nº 8.427, DE 27 DE MAIO DE 1992, QUE DISPÕE SOBRE A CONCESSÃO DE SUBVENÇÃO ECONÔMICA NAS OPERAÇÕES DE CRÉDITO RURAL, PARA ESTABELECER A VEDAÇÃO DE CONCESSÃO DE SUBVENÇÕES ECONÔMICAS AOS PRODUTORES RURAIS AUTUADOS POR PROMOVER O TRABALHO ESCRAVO EM SUA PROPRIEDADE RURAL."
"118";"PLC 84/1993";"PL 4876/1990";"INCLUI NA INTERLIGAÇÃO DE BACIAS DO PLANO NACIONAL DE VIAÇÃO, NAS     
BACIAS DOS RIOS PARANAIBA - PARANA, A INTERLIGAÇÃO ITUMBIARA -        
CONFLUENCIA DOS RIOS PARANAIBA GRANDE.                                
"
"119";"PLS 535/2011";"PL 5859/2013";"ALTERA A LEI Nº 9.250, DE 26 DE DEZEMBRO DE 1995, PARA PERMITIR, A PESSOAS FÍSICAS, A DEDUÇÃO DE DESPESAS COM LIVROS TÉCNICOS DIRETAMENTE LIGADOS À SUA ÁREA PROFISSIONAL."
"120";"ECD 1/2011";"PL 197/1999";"DÁ NOVA REDAÇÃO AO ART. 52 DA LEI Nº 8.171, DE 17 DE JANEIRO DE 1991, QUE DISPÕE SOBRE A POLÍTICA AGRÍCOLA.

"
"121";"SCD 1/2011";"PL 4646/2004";"ALTERA O ART. 56 DA LEI Nº 9.394, DE 20 DE DEZEMBRO DE 1996, QUE ESTABELECE AS DIRETRIZES E BASES DA EDUCAÇÃO NACIONAL."
"122";"SCD 2/2011";"PL 6706/2006";"ALTERA A LEI Nº 9.394, DE 20 DE DEZEMBRO DE 1996, QUE ESTABELECE AS DIRETRIZES E BASES DA EDUCAÇÃO NACIONAL, PARA INCLUIR NO CURRÍCULO OFICIAL DA REDE DE ENSINO A OBRIGATORIEDADE DA OFERTA DA LÍNGUA BRASILEIRA DE SINAIS - LIBRAS EM TODAS AS ETAPAS E MODALIDADES DA EDUCAÇÃO BÁSICA."
"123";"PLS 537/2011";"PL 3435/2015";"""ALTERA O ART. 136 DA 'CONSOLIDAÇÃO DAS LEIS DO TRABALHO', APROVADA PELO DECRETO-LEI N°. 5.452, DE 1° DE MAIO DE 1943, E A ELE ACRESCE UM § 3º, PARA DISPOR SOBRE A CONCESSÃO DE FÉRIAS DOS EMPREGADOS MEMBROS DE UMA MESMA FAMÍLIA.""

"
"124";"PLC 84/1994";"PL 3434/1992";"ALTERA A CLT, DISPONDO SOBRE O JUS POSTULANDI, A ASSISTENCIA          
JUDICIARIA E A REPRESENTAÇÃO DOS MENORES NO FORO TRABALHISTA.         
"
"125";"PLS 538/2011";"PL 3805/2012";"ALTERA A LEI Nº 8.213, DE 24 DE JULHO DE 1991, QUE DISPÕE SOBRE OS PLANOS DE BENEFÍCIOS DA PREVIDÊNCIA SOCIAL E DÁ OUTRAS PROVIDÊNCIAS, PARA CONCEDER AOS PORTADORES DE XERODERMA PIGMENTOSO A ISENÇÃO DE CARÊNCIA PARA A CONCESSÃO DE AUXÍLIO-DOENÇA E APOSENTADORIA POR INVALIDEZ."
"126";"PLC 85/1995";"PL 3016/1992";"DA NOVA REDAÇÃO AO ART. 58 DA CONSOLIDAÇÃO DAS LEIS DO TRABALHO,      
APROVADA PELO DECRETO-LEI 5452, DE 01 DE MAIO DE 1943.                
"
"127";"PLS 541/2011";"PL 4481/2012";"DISPÕE SOBRE O EXERCÍCIO DOMICILIAR DE PROFISSÃO LIBERAL (HOME OFFICE)."
"128";"PLS 542/2011";"PL 6682/2013";"DENOMINA RODOVIA GOVERNADOR JANARY NUNES A RODOVIA BR-156."
"129";"PLS 546/2011";"PL 3552/2015";"ACRESCENTA PARÁGRAFO ÚNICO AO ART. 155 DA LEI Nº 8.112, DE 11 DE DEZEMBRO DE 1990, QUE DISPÕE PARA PREVER A POSSIBILIDADE DE O PRESIDENTE DA COMISSÃO DE PROCESSO DISCIPLINAR SOLICITAR CÓPIAS DE PEÇAS PROBATÓRIAS CONSTANTES DO PROCESSO PENAL CORRESPONDENTE."
"130";"PLS 550/2011";"PL 4827/2012";"ALTERA A LEI Nº 9.250, DE 26 DE DEZEMBRO DE 1995, PARA PERMITIR A DEDUÇÃO DAS DOAÇÕES A INSTITUIÇÕES PÚBLICAS DE ENSINO SUPERIOR, DA BASE DE CÁLCULO DO IMPOSTO DE RENDA DA PESSOA FÍSICA."
"131";"PLS 553/2011";"PL 6349/2013";"ALTERA O ART. 13 DA LEI Nº 9.250, DE 26 DE DEZEMBRO DE 1995, PARA CONCEDER PRIORIDADE AOS PORTADORES DE DEFICIÊNCIA FÍSICA NA RESTITUIÇÃO DO IMPOSTO DE RENDA PAGO A MAIOR"
"132";"PLS 554/2011";"PL 4263/2012";"ALTERA A LEI Nº 8.069, DE 13 DE JULHO DE 1990 (ESTATUTO DA CRIANÇA E DO ADOLESCENTE), PARA OBRIGAR  AS ESCOLAS DE EDUCAÇÃO BÁSICA A IDENTIFICAR, NO ATO DA MATRÍCULA, AS PESSOAS AUTORIZADAS A INGRESSAR NO ESTABELECIMENTO DE ENSINO PARA CUIDAR DE ASSUNTOS DE INTERESSE DO ALUNO."
"133";"PLC 86/1991";"PL 2605/1989";"ISENTA DE TRIBUTOS A REMESSA DE VALORES PARA O EXTERIOR QUANDO        
DESTINADAS A CUSTEAR A TRANSLADAÇÃO DE CORPOS.                        
"
"134";"PLS 560/2011";"PL 2894/2011";"ALTERA O ART. 320 DA LEI Nº 9.503, DE 23 DE SETEMBRO DE 1997, QUE INSTITUI O CÓDIGO DE TRÂNSITO BRASILEIRO, PARA RESTRINGIR A APLICAÇÃO DOS RECURSOS ARRECADADOS COM A COBRANÇA DE MULTAS DE TRÂNSITO AO FINANCIAMENTO DE CAMPANHAS EDUCATIVAS SOBRE DIREÇÃO DEFENSIVA, CULTURA DA PAZ E COMBATE À VIOLÊNCIA NO TRÂNSITO, E DE DESESTÍMULO AO CONSUMO DE ÁLCOOL E DROGAS POR PARTE DOS MOTORISTAS."
"135";"PLS 563/2011";"PL 4283/2012";"ACRESCENTA PARÁGRAFO ÚNICO AO ART. 27 DA LEI Nº 8.213, DE 24 DE JULHO DE 1991, QUE DISPÕE SOBRE O PLANO DE BENEFÍCIOS DA PREVIDÊNCIA SOCIAL E DÁ OUTRAS PROVIDÊNCIAS, PARA ESTABELECER A CONTAGEM NO PERÍODO DE CARÊNCIA PARA A APOSENTADORIA POR TEMPO DE CONTRIBUIÇÃO DO TEMPO DE SERVIÇO COMO SEGURADO ESPECIAL, ATÉ O LIMITE DE VINTE CINCO ANOS PARA A MULHER E TRINTA ANOS PARA O HOMEM."
"136";"PLC 87/1990";"PL 1523/1989";"CONCEDE PENSÃO ESPECIAL A NELCY DA SILVA CAMPOS E OUTROS.             
"
"137";"PLS 571/2011";"PL 7264/2014";"CONSOLIDA A LEGISLAÇÃO SANITÁRIA VEGETAL E ANIMAL FEDERAL."
"138";"PLS 568/2011";"PL 2711/2011";"ALTERA A LEI Nº 9.394, DE 20 DE DEZEMBRO DE 1996 - LEI DE DIRETRIZES E BASES DA EDUCAÇÃO - PARA DISPOR SOBRE O ATENDIMENTO NA EDUCAÇÃO ESPECIAL."
"139";"SCD 3/2011";"PL 4812/2001";"ACRESCENTA §§ 3º E 4º AO ART. 80 DA LEI Nº 9.394, DE 20 DE DEZEMBRO DE 1996 - LEI DE DIRETRIZES E BASES DA EDUCAÇÃO NACIONAL."
"140";"PLC 88/1993";"PL 2303/1991";"DA NOVA REDAÇÃO AO ART. 825 DA CONSOLIDAÇÃO DAS LEIS DO TRABALHO.     
"
"141";"SCD 124/2007";"PLP 306/2008";"REGULAMENTA O § 3º DO ART. 198 DA CONSTITUIÇÃO FEDERAL PARA DISPOR SOBRE OS VALORES MÍNIMOS A SEREM APLICADOS ANUALMENTE PELA UNIÃO, ESTADOS, DISTRITO FEDERAL E MUNICÍPIOS EM AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE; INSTITUI CONTRIBUIÇÃO SOCIAL DESTINADA À SAÚDE; ESTABELECE OS CRITÉRIOS DE RATEIO DOS RECURSOS DE TRANSFERÊNCIAS PARA A SAÚDE E AS NORMAS DE FISCALIZAÇÃO, AVALIAÇÃO E CONTROLE DAS DESPESAS COM SAÚDE NAS 3 (TRÊS) ESFERAS DE GOVERNO; REVOGA DISPOSITIVOS DAS LEIS NºS 8.080, DE 19 DE SETEMBRO DE 1990, E 8.689, DE 27 DE JULHO DE 1993; E DÁ OUTRAS PROVIDÊNCIAS."
"142";"PLS 576/2011";"PL 6624/2013";"DENOMINA ""RODOVIA SENADOR ELISEU RESENDE"" O TRECHO DA BR-494 ENTRE O MUNICÍPIO OLIVEIRA, NO ESTADO DE MINAS GERAIS E ANGRA DOS REIS, NO ESTADO DO RIO DE JANEIRO."
"143";"PLS 577/2011";"PL 4703/2012";"INSTITUI A POLÍTICA NACIONAL DE PROTEÇÃO DOS DIREITOS DO DOENTE DE LÚPUS."
"144";"PLS 579/2011";"PL 3598/2012";"ALTERA A LEI Nº 9.431, DE 6 DE JANEIRO DE 1997, QUE DISPÕE SOBRE A OBRIGATORIEDADE DA MANUTENÇÃO DE PROGRAMA DE CONTROLE DE INFECÇÕES HOSPITALARES PELOS HOSPITAIS DO PAÍS, PARA INCLUIR A PREVENÇÃO DE ERROS DE MEDICAÇÃO."
"145";"PLS 580/2011";"PL 3146/2015";"ALTERA E ACRESCENTA DISPOSITIVOS À CONSOLIDAÇÃO DAS LEIS DO TRABALHO, APROVADA PELO DECRETO-LEI Nº 5.452, DE 1º DE MAIO DE 1943, PARA DISCIPLINAR O CUMPRIMENTO DAS SENTENÇAS E A EXECUÇÃO DE TÍTULOS EXTRAJUDICIAIS NA JUSTIÇA DO TRABALHO."
"146";"PLS 578/2011";"PL 5733/2013";"ALTERA A LEI Nº 11.196, DE 21 DE NOVEMBRO DE 2005, PARA PERMITIR, NO PRAZO DE CINCO ANOS, UM SEGUNDO USUFRUTO, AGORA PARCIAL, DA ISENÇÃO DO IMPOSTO DE RENDA DA PESSOA FÍSICA INCIDENTE SOBRE O GANHO DE CAPITAL AUFERIDO NA VENDA DE IMÓVEIS RESIDENCIAIS, QUANDO O ALIENANTE APLICAR O PRODUTO DA VENDA NA AQUISIÇÃO DE IMÓVEL RESIDENCIAL NOVO."
"147";"PLC 89/1996";"PL 1536/1996";"ALTERA O PARAGRAFO PRIMEIRO DO ARTIGO 39 DA LEI 8935, DE 18 DE        
NOVEMBRO DE 1994, QUE REGULAMENTA O ARTIGO 236 DA CONSTITUIÇÃO        
FEDERAL, DISPONDO SOBRE OS SERVIÇOS NOTARIAIS E DE REGISTRO.          
"
"148";"PLS 585/2011";"PL 4137/2012";"ALTERA A CONSOLIDAÇÃO DAS LEIS DO TRABALHO (CLT), APROVADA PELO DECRETO-LEI Nº 5.452, DE 1º DE MAIO DE 1943, PARA TOMAR OBRIGATÓRIA A VACINAÇÃO ANTITETÂNICA PARA OS TRABALHADORES DA CONSTRUÇÃO CIVIL."
"149";"PLS 591/2011";"PL 4480/2012";"ALTERA A LEI Nº 7.998, DE 11 DE JANEIRO DE 1990, QUE REGULA O PROGRAMA DO SEGURO-DESEMPREGO, O ABONO SALARIAL E INSTITUI O FUNDO DE AMPARO AO TRABALHADOR (FAT), PARA ASSEGURAR, ÀS PESSOAS COM DEFICIÊNCIA, A RESERVA DE VAGAS EM PROGRAMAS DE QUALIFICAÇÃO PROFISSIONAL."
"150";"PLS 592/2011";"PL 7031/2014";"ALTERA A LEI Nº 12.249, DE 11 DE JUNHO DE 2010, PARA MODIFICAR OS PARÂMETROS DE RENEGOCIAÇÃO DAS DÍVIDAS ORIUNDAS DE OPERAÇÕES DE CRÉDITO RURAL LASTREADAS EM RECURSOS DO FUNDO CONSTITUCIONAL DE FINANCIAMENTO DO NORDESTE - FNE."
"151";"PLS 593/2011";"PL 5421/2013";"ALTERA A LEI Nº 7.565, DE 19 DE DEZEMBRO DE 1986 (CÓDIGO BRASILEIRO DE AERONÁUTICA), PARA DISCIPLINAR O RECEBIMENTO DE RECLAMAÇÕES DE USUÁRIOS DE SERVIÇOS AÉREOS."
"152";"PLC 90/1991";"PL 2838/1989";"DA NOVA REDAÇÃO A DISPOSITIVOS DA LEI 3857, DE 22 DE DEZEMBRO DE      
1960, QUE CRIA A ORDEM DOS MUSICOS DO BRASIL E DISPÕE SOBRE A         
REGULAMENTAÇÃO DO EXERCICIO DA PROFISSÃO DE MUSICO, E DA OUTRAS       
PROVIDENCIAS.                                                         
"
"153";"PLS 596/2011";"PL 5252/2013";"DISPÕE SOBRE O SERVIÇO DE GUARDA DE VALORES E OBJETOS EM COFRES BANCÁRIOS."
"154";"PDS 252/2011";"PDC 520/2011";"APROVA A PROGRAMAÇÃO MONETÁRIA PARA O 3º TRIMESTRE DE 2011."
"155";"PLC 92/1993";"PL 1497/1991";"INSTITUI, EM TODO O TERRITORIO NACIONAL, A NOTIFICAÇÃO COMPULSORIA    
PARA OS CASOS DE INTOXICAÇÃO HUMANA POR PRODUTOS E SUBSTANCIAS        
QUIMICAS OU AGENTES BIOLOGICOS, QUE TENHAM RECEBIDO ATENDIMENTO       
HOSPITALAR OU AMBULATORIAL E DA OUTRAS PROVIDENCIAS.                  
"
"156";"PLS 600/2011";"PL 4000/2012";"DISPÕE SOBRE A POSSIBILIDADE DE AMORTIZAÇÃO OU LIQUIDAÇÃO ANTECIPADA DE OPERAÇÕES DE CRÉDITO E DE ARRENDAMENTO MERCANTIL."
"157";"PLS 603/2011";"PL 4635/2012";"ACRESCENTA ART. 6º-A À LEI Nº 7.713, DE 22 DE DEZEMBRO DE 1988, PARA DISPOR SOBRE A NÃO INCIDÊNCIA DO IMPOSTO DE RENDA SOBRE OS JUROS DE MORA DEVIDOS PELO ATRASO NO PAGAMENTO DE REMUNERAÇÃO DECORRENTE DE EXERCÍCIO DE EMPREGO, CARGO OU FUNÇÃO."
"158";"PLC 94/1996";"PL 4652/1994";"DISPÕE SOBRE A LEGALIZAÇÃO DA PRATICA DE JOGOS DE AZAR E DA OUTRAS    
PROVIDENCIAS.                                                         
"
"159";"PLS 601/2011";"PL 4001/2012";"ACRESCENTA O § 2ºAO ART. 482, DO DECRETO-LEI Nº 5452, DE 1º DE MAIO DE 1943 - CLT, PARA DISCIPLINAR O ABANDONO DE EMPREGO"
"160";"PLS 604/2011";"PL 4743/2012";"ALTERA A LEI Nº 10.671, DE 15 DE MAIO DE 2003, QUE DISPÕE SOBRE O ESTATUTO DE DEFESA DO TORCEDOR E DÁ OUTRAS PROVIDÊNCIAS, PARA DETERMINAR A OBRIGATORIEDADE DE DISPONIBILIZAÇÃO DE UNIDADE DE TRATAMENTO INTENSIVO MÓVEL (UTI MÓVEL) DURANTE AS COMPETIÇÕES."
